protein1_ID	protein2_ID
P53333	Q07350
P53333	Q08963
P53333	Q12046
P53333	Q12309
P53333	Q12417
P53769	P53854
P53769	P54999
P53769	Q02260
P53769	Q02521
P53769	Q02554
P53769	Q02770
P53769	Q02775
P53769	Q03375
P53769	Q03654
P53769	Q03772
P53769	Q04048
P53769	Q04693
P53769	Q06091
P53769	Q06217
P53769	Q07350
P53769	Q08963
P53769	Q12046
P53769	Q12309
P53769	Q12417
P53854	P54999
P53854	Q02260
P53854	Q02521
P53854	Q02554
P53854	Q02770
P53854	Q02775
P53854	Q03375
P53854	Q03654
P53854	Q03772
P53854	Q04048
P53854	Q04693
P53854	Q06091
P53854	Q06217
P53854	Q07350
P53854	Q08963
P53854	Q12046
P53854	Q12309
P53854	Q12417
P54999	Q02260
P54999	Q02521
P54999	Q02554
P54999	Q02770
P54999	Q02775
P54999	Q03375
P54999	Q03654
P54999	Q03772
P54999	Q04048
P54999	Q04693
P54999	Q06091
P54999	Q06217
P54999	Q07350
P54999	Q08963
P54999	Q12046
P54999	Q12309
P54999	Q12417
Q02260	Q02521
Q02260	Q02554
Q02260	Q02770
Q02260	Q02775
Q02260	Q03375
Q02260	Q03654
Q02260	Q03772
Q02260	Q04048
Q02260	Q04693
Q02260	Q06091
Q02260	Q06217
Q02260	Q07350
Q02260	Q08963
Q02260	Q12046
Q02260	Q12309
Q02260	Q12417
Q02521	Q02554
Q02521	Q02770
Q02521	Q02775
Q02521	Q03375
Q02521	Q03654
Q02521	Q03772
Q02521	Q04048
Q02521	Q04693
Q02521	Q06091
Q02521	Q06217
Q02521	Q07350
Q02521	Q08963
Q02521	Q12046
Q02521	Q12309
Q02521	Q12417
Q02554	Q02770
Q02554	Q02775
Q02554	Q03375
Q02554	Q03654
Q02554	Q03772
Q02554	Q04048
Q02554	Q04693
Q02554	Q06091
Q02554	Q06217
Q02554	Q07350
Q02554	Q08963
Q02554	Q12046
Q02554	Q12309
Q02554	Q12417
Q02770	Q02775
Q02770	Q03375
Q02770	Q03654
Q02770	Q03772
Q02770	Q04048
Q02770	Q04693
Q02770	Q06091
Q02770	Q06217
Q02770	Q07350
Q02770	Q08963
Q02770	Q12046
Q02770	Q12309
Q02770	Q12417
Q02775	Q03375
Q02775	Q03654
Q02775	Q03772
Q02775	Q04048
Q02775	Q04693
Q02775	Q06091
Q02775	Q06217
Q02775	Q07350
Q02775	Q08963
Q02775	Q12046
Q02775	Q12309
Q02775	Q12417
Q03375	Q03654
Q03375	Q03772
Q03375	Q04048
Q03375	Q04693
Q03375	Q06091
Q03375	Q06217
Q03375	Q07350
Q03375	Q08963
Q03375	Q12046
Q03375	Q12309
Q03375	Q12417
Q03654	Q03772
Q03654	Q04048
Q03654	Q04693
Q03654	Q06091
Q03654	Q06217
Q03654	Q07350
Q03654	Q08963
Q03654	Q12046
Q03654	Q12309
Q03654	Q12417
Q03772	Q04048
Q03772	Q04693
Q03772	Q06091
Q03772	Q06217
Q03772	Q07350
Q03772	Q08963
Q03772	Q12046
Q03772	Q12309
Q03772	Q12417
Q04048	Q04693
Q04048	Q06091
Q04048	Q06217
Q04048	Q07350
Q04048	Q08963
Q04048	Q12046
Q04048	Q12309
Q04048	Q12417
Q04693	Q06091
Q04693	Q06217
Q04693	Q07350
Q04693	Q08963
Q04693	Q12046
Q04693	Q12309
Q04693	Q12417
Q06091	Q06217
Q06091	Q07350
Q06091	Q08963
Q06091	Q12046
Q06091	Q12309
Q06091	Q12417
Q06217	Q07350
Q06217	Q08963
Q06217	Q12046
Q06217	Q12309
Q06217	Q12417
Q07350	Q08963
Q07350	Q12046
Q07350	Q12309
Q07350	Q12417
Q08963	Q12046
Q08963	Q12309
Q08963	Q12417
Q12046	Q12309
Q12046	Q12417
Q12309	Q12417
P32074	P40509
P32074	P41810
P32074	P41811
P32074	P43621
P32074	P53600
P32074	P53622
P40509	P41810
P40509	P41811
P40509	P43621
P40509	P53600
P40509	P53622
P41810	P41811
P41810	P43621
P41810	P53600
P41810	P53622
P41811	P43621
P41811	P53600
P41811	P53622
P43621	P53600
P43621	P53622
P53600	P53622
P32913	P34110
P32913	P38759
P32913	P40335
P32913	Q92331
P34110	P38759
P34110	P40335
P34110	Q92331
P38759	P40335
P38759	Q92331
P40335	Q92331
P39925	P40341
P25573	P32795
P25573	Q04472
P32795	Q04472
P32367	P33339
P32367	P34111
P32367	Q06339
P32367	Q12308
P32367	Q12415
P33339	P34111
P33339	Q06339
P33339	Q12308
P33339	Q12415
P34111	Q06339
P34111	Q12308
P34111	Q12415
Q06339	Q12308
Q06339	Q12415
Q12308	Q12415
P34160	Q08920
P36100	P36145
P06242	P06839
P06242	P32776
P06242	P37366
P06242	Q00578
P06242	Q02939
P06242	Q03290
P06242	Q04673
P06242	Q08816
P06242	Q12004
P06242	Q3E7C1
P06839	P32776
P06839	P37366
P06839	Q00578
P06839	Q02939
P06839	Q03290
P06839	Q04673
P06839	Q08816
P06839	Q12004
P06839	Q3E7C1
P32776	P37366
P32776	Q00578
P32776	Q02939
P32776	Q03290
P32776	Q04673
P32776	Q08816
P32776	Q12004
P32776	Q3E7C1
P37366	Q00578
P37366	Q02939
P37366	Q03290
P37366	Q04673
P37366	Q08816
P37366	Q12004
P37366	Q3E7C1
Q00578	Q02939
Q00578	Q03290
Q00578	Q04673
Q00578	Q08816
Q00578	Q12004
Q00578	Q3E7C1
Q02939	Q03290
Q02939	Q04673
Q02939	Q08816
Q02939	Q12004
Q02939	Q3E7C1
Q03290	Q04673
Q03290	Q08816
Q03290	Q12004
Q03290	Q3E7C1
Q04673	Q08816
Q04673	Q12004
Q04673	Q3E7C1
Q08816	Q12004
Q08816	Q3E7C1
Q12004	Q3E7C1
P06242	P37366
P06242	Q03290
P37366	Q03290
P27692	P32914
P40096	Q92317
P14922	P16649
P07703	P10964
P07703	P20434
P07703	P20435
P07703	P20436
P07703	P22138
P07703	P22139
P07703	P28000
P07703	P32529
P07703	P40422
P07703	P46669
P07703	P47006
P07703	P50106
P07703	Q01080
P10964	P20434
P10964	P20435
P10964	P20436
P10964	P22138
P10964	P22139
P10964	P28000
P10964	P32529
P10964	P40422
P10964	P46669
P10964	P47006
P10964	P50106
P10964	Q01080
P20434	P20435
P20434	P20436
P20434	P22138
P20434	P22139
P20434	P28000
P20434	P32529
P20434	P40422
P20434	P46669
P20434	P47006
P20434	P50106
P20434	Q01080
P20435	P20436
P20435	P22138
P20435	P22139
P20435	P28000
P20435	P32529
P20435	P40422
P20435	P46669
P20435	P47006
P20435	P50106
P20435	Q01080
P20436	P22138
P20436	P22139
P20436	P28000
P20436	P32529
P20436	P40422
P20436	P46669
P20436	P47006
P20436	P50106
P20436	Q01080
P22138	P22139
P22138	P28000
P22138	P32529
P22138	P40422
P22138	P46669
P22138	P47006
P22138	P50106
P22138	Q01080
P22139	P28000
P22139	P32529
P22139	P40422
P22139	P46669
P22139	P47006
P22139	P50106
P22139	Q01080
P28000	P32529
P28000	P40422
P28000	P46669
P28000	P47006
P28000	P50106
P28000	Q01080
P32529	P40422
P32529	P46669
P32529	P47006
P32529	P50106
P32529	Q01080
P40422	P46669
P40422	P47006
P40422	P50106
P40422	Q01080
P46669	P47006
P46669	P50106
P46669	Q01080
P47006	P50106
P47006	Q01080
P50106	Q01080
P53150	Q08387
P14242	P38920
P38920	Q07980
P38920	Q12083
P06700	P47035
P06700	Q00684
P47035	Q00684
P38257	Q04149
P40005	P46988
P40005	P48363
P40005	P52553
P40005	P53900
P40005	Q04493
P46988	P48363
P46988	P52553
P46988	P53900
P46988	Q04493
P48363	P52553
P48363	P53900
P48363	Q04493
P52553	P53900
P52553	Q04493
P53900	Q04493
P23642	P39107
P53840	Q04659
P38273	P53129
P25342	P32457
P25342	P32458
P25342	P32468
P25342	Q07657
P32457	P32458
P32457	P32468
P32457	Q07657
P32458	P32468
P32458	Q07657
P32468	Q07657
P53104	Q06410
P53104	Q06628
P53104	Q12092
P53104	Q12421
Q06410	Q06628
Q06410	Q12092
Q06410	Q12421
Q06628	Q12092
Q06628	Q12421
Q12092	Q12421
P22219	P22543
P22219	Q02948
P22219	Q05919
P22543	Q02948
P22543	Q05919
Q02948	Q05919
P40507	P40985
P40507	P47047
P40507	P53632
P40985	P47047
P40985	P53632
P47047	P53632
P40985	P47047
P40985	P53632
P40985	Q12476
P47047	P53632
P47047	Q12476
P53632	Q12476
P40507	P47047
P40507	P48561
P47047	P48561
P25651	P29295
P25651	P40065
P25651	Q04087
P29295	P40065
P29295	Q04087
P40065	Q04087
P39984	Q12341
P39984	Q12373
Q12341	Q12373
P22204	P40484
P43563	P53894
P23293	Q05949
P06704	P46674
P06704	Q08231
P06704	Q6WNK7
P46674	Q08231
P46674	Q6WNK7
Q08231	Q6WNK7
P46674	Q08231
P17157	P20052
P17157	P40038
P17157	P40186
P17157	Q08966
P17157	P53124
P17157	P35190
P17157	P25693
P17157	P24867
P17157	P38794
P17157	Q12477
P32803	P39704
P32803	P54837
P32803	Q05359
P39704	P54837
P39704	Q05359
P54837	Q05359
P00546	P20437
P00546	P20486
P20437	P20486
P00546	P13365
P00546	P20486
P13365	P20486
P00546	P24869
P00546	P30283
P40961	P50085
P40965	Q12175
P27637	P32598
P28496	P38703
P28496	Q03579
P38703	Q03579
P00812	P05150
P06777	P06838
P06777	P28519
P06838	P28519
P06779	P14164
P06779	P31244
P14164	P31244
P46962	P46963
P46962	Q03957
P46963	Q03957
P38803	P38883
P38803	P53877
P38883	P53877
P25293	P25342
P25293	P32457
P25293	P32458
P25293	P32468
P25293	P53890
P25293	Q07657
P25293	Q12263
P25342	P32457
P25342	P32458
P25342	P32468
P25342	P53890
P25342	Q07657
P25342	Q12263
P32457	P32458
P32457	P32468
P32457	P53890
P32457	Q07657
P32457	Q12263
P32458	P32468
P32458	P53890
P32458	Q07657
P32458	Q12263
P32468	P53890
P32468	Q07657
P32468	Q12263
P53890	Q07657
P53890	Q12263
Q07657	Q12263
P35169	P38873
P35169	P41318
P35169	Q08921
P38873	P41318
P38873	Q08921
P41318	Q08921
P32600	P38873
P32600	P41318
P32600	Q08921
P38873	P41318
P38873	Q08921
P41318	Q08921
P32600	P40061
P32600	P41318
P32600	P47041
P32600	Q04749
P32600	Q08236
P40061	P41318
P40061	P47041
P40061	Q04749
P40061	Q08236
P41318	P47041
P41318	Q04749
P41318	Q08236
P47041	Q04749
P47041	Q08236
Q04749	Q08236
P36116	P39904
P36116	P47061
P36116	Q12071
P39904	P47061
P39904	Q12071
P47061	Q12071
P36122	P40955
P36122	Q05029
P36122	Q08754
P36122	Q12114
P40955	Q05029
P40955	Q08754
P40955	Q12114
Q05029	Q08754
Q05029	Q12114
Q08754	Q12114
P53942	Q05635
P53942	Q12338
Q05635	Q12338
P00401	P00420
P00401	P10174
P00401	Q01519
P00420	P10174
P00420	Q01519
P10174	Q01519
P00401	P00420
P00401	P10174
P00401	Q01519
P00420	P10174
P00420	Q01519
P10174	Q01519
P38351	P38439
P38351	P53064
P38351	P89105
P38351	Q06697
P38439	P53064
P38439	P89105
P38439	Q06697
P53064	P89105
P53064	Q06697
P89105	Q06697
P34230	P41909
P25559	P38251
P25559	P38629
P25559	P38877
P25559	P40339
P25559	P40348
P25559	P49956
P38251	P38629
P38251	P38877
P38251	P40339
P38251	P40348
P38251	P49956
P38629	P38877
P38629	P40339
P38629	P40348
P38629	P49956
P38877	P40339
P38877	P40348
P38877	P49956
P40339	P40348
P40339	P49956
P40348	P49956
P32807	Q04437
P39744	Q12176
P39744	Q07896
Q06512	Q99207
P15624	P15625
P33300	P35206
P35206	P38287
P47058	Q9URQ3
P32527	P38788
P14693	P50110
P14693	P53969
P50110	P53969
P33891	P53847
P33891	Q12745
P53847	Q12745
P18410	P38757
O13539	P17629
O13539	P33441
O13539	P53552
O13539	P53851
P17629	P33441
P17629	P53552
P17629	P53851
P33441	P53552
P33441	P53851
P53552	P53851
O13539	P17629
O13539	P33441
O13539	P53552
O13539	P53851
O13539	Q07478
O13539	Q12159
P17629	P33441
P17629	P53552
P17629	P53851
P17629	Q07478
P17629	Q12159
P33441	P53552
P33441	P53851
P33441	Q07478
P33441	Q12159
P53552	P53851
P53552	Q07478
P53552	Q12159
P53851	Q07478
P53851	Q12159
Q07478	Q12159
P28627	P46972
P28627	Q05676
P46972	Q05676
P22214	P28791
P22214	P41834
P22214	P53146
P28791	P41834
P28791	P53146
P41834	P53146
P33328	Q03322
P33328	Q04338
P33328	Q08144
Q03322	Q04338
Q03322	Q08144
Q04338	Q08144
P31109	Q03322
P31109	Q04338
P31109	Q08144
Q03322	Q04338
Q03322	Q08144
Q04338	Q08144
P32328	P40484
P32912	P36015
P32912	Q04338
P32912	Q12241
P36015	Q04338
P36015	Q12241
Q04338	Q12241
P32912	Q04338
P32912	Q12241
P32912	Q12255
Q04338	Q12241
Q04338	Q12255
Q12241	Q12255
P31377	P32854
P31377	P36015
P31377	Q04338
P32854	P36015
P32854	Q04338
P36015	Q04338
P32854	P36015
P32854	Q03322
P32854	Q04338
P36015	Q03322
P36015	Q04338
Q03322	Q04338
P31109	P32854
P31109	Q03322
P31109	Q04338
P32854	Q03322
P32854	Q04338
Q03322	Q04338
P31109	P31377
P31109	P32854
P31109	Q04338
P31377	P32854
P31377	Q04338
P32854	Q04338
P17122	P53061
P17122	P40511
P17122	P53061
P40511	P53061
P31377	P32854
P31377	P33328
P31377	Q04338
P32854	P33328
P32854	Q04338
P33328	Q04338
P32854	P33328
P32854	Q03322
P32854	Q04338
P33328	Q03322
P33328	Q04338
Q03322	Q04338
P31109	P32867
P31109	P40357
P32867	P40357
P32867	P33328
P32867	P40357
P33328	P40357
P31109	P32867
P31109	Q04359
P32867	Q04359
P33328	P39926
P33328	P40357
P39926	P40357
P32867	P33328
P32867	Q04359
P33328	Q04359
P31109	P39926
P31109	P40357
P39926	P40357
P32867	P40357
P32867	Q12255
P40357	Q12255
P06100	P06102
P06100	P25655
P06100	P31384
P06100	P34909
P06100	P39008
P06100	P53280
P06100	P53829
P06100	Q12514
P06102	P25655
P06102	P31384
P06102	P34909
P06102	P39008
P06102	P53280
P06102	P53829
P06102	Q12514
P25655	P31384
P25655	P34909
P25655	P39008
P25655	P53280
P25655	P53829
P25655	Q12514
P31384	P34909
P31384	P39008
P31384	P53280
P31384	P53829
P31384	Q12514
P34909	P39008
P34909	P53280
P34909	P53829
P34909	Q12514
P39008	P53280
P39008	P53829
P39008	Q12514
P53280	P53829
P53280	Q12514
P53829	Q12514
P33420	P36224
P33420	P38696
P33420	Q04549
P33420	Q07887
P36224	P38696
P36224	Q04549
P36224	Q07887
P38696	Q04549
P38696	Q07887
Q04549	Q07887
P48581	Q02574
P48581	Q08949
Q02574	Q08949
P32641	P38251
P32641	P38629
P32641	P40339
P32641	P40348
P38251	P38629
P38251	P40339
P38251	P40348
P38629	P40339
P38629	P40348
P40339	P40348
P33892	P43535
P21651	P29467
P21651	P32841
P29467	P32841
P34218	P35189
P34218	P47128
P34218	Q08465
P34218	Q12311
P35189	P47128
P35189	Q08465
P35189	Q12311
P47128	Q08465
P47128	Q12311
Q08465	Q12311
P06700	P06701
P06700	P11978
P06701	P11978
P06780	P38631
P06780	P40989
P25638	P38768
P25638	Q03940
P25638	Q12464
P38768	Q03940
P38768	Q12464
Q03940	Q12464
P32897	P39515
P32897	P53220
P32897	Q02776
P32897	Q02889
P39515	P53220
P39515	Q02776
P39515	Q02889
P53220	Q02776
P53220	Q02889
Q02776	Q02889
P0CS90	P32897
P0CS90	P36147
P0CS90	P38523
P0CS90	P39515
P0CS90	P42949
P0CS90	Q01852
P0CS90	Q02776
P0CS90	Q07914
P32897	P36147
P32897	P38523
P32897	P39515
P32897	P42949
P32897	Q01852
P32897	Q02776
P32897	Q07914
P36147	P38523
P36147	P39515
P36147	P42949
P36147	Q01852
P36147	Q02776
P36147	Q07914
P38523	P39515
P38523	P42949
P38523	Q01852
P38523	Q02776
P38523	Q07914
P39515	P42949
P39515	Q01852
P39515	Q02776
P39515	Q07914
P42949	Q01852
P42949	Q02776
P42949	Q07914
Q01852	Q02776
Q01852	Q07914
Q02776	Q07914
P06774	P13434
P06774	P14064
P06774	Q02516
P13434	P14064
P13434	Q02516
P14064	Q02516
P06103	P32497
P06103	P38249
P06103	P40217
P06103	Q04067
P32497	P38249
P32497	P40217
P32497	Q04067
P38249	P40217
P38249	Q04067
P40217	Q04067
P16658	P39707
P16658	Q02825
P16658	Q04675
P39707	Q02825
P39707	Q04675
Q02825	Q04675
P32915	P35179
P32915	P52870
P35179	P52870
P35179	P38353
P35179	P52871
P38353	P52871
P15367	P46965
P15367	Q04969
P15367	Q12133
P46965	Q04969
P46965	Q12133
Q04969	Q12133
P32786	P40992
P32786	Q04712
P40992	Q04712
P53202	P53861
P53202	Q03071
P53202	Q08273
P53861	Q03071
P53861	Q08273
Q03071	Q08273
P32323	P32781
P40094	P53079
P40094	P53195
P40094	P53271
P40094	P53951
P40094	P53959
P40094	Q04632
P40094	Q06096
P53079	P53195
P53079	P53271
P53079	P53951
P53079	P53959
P53079	Q04632
P53079	Q06096
P53195	P53271
P53195	P53951
P53195	P53959
P53195	Q04632
P53195	Q06096
P53271	P53951
P53271	P53959
P53271	Q04632
P53271	Q06096
P53951	P53959
P53951	Q04632
P53951	Q06096
P53959	Q04632
P53959	Q06096
Q04632	Q06096
P32345	P38193
P32345	P40164
P38193	P40164
P38316	Q12380
P38316	Q03818
P38316	Q12380
Q03818	Q12380
P00899	P00937
P22579	P32561
P22579	Q03010
P22579	Q04779
P22579	Q12432
P32561	Q03010
P32561	Q04779
P32561	Q12432
Q03010	Q04779
Q03010	Q12432
Q04779	Q12432
P22579	P31385
P22579	P32561
P22579	P38255
P22579	P38429
P22579	P40505
P22579	P50947
P22579	Q03010
P22579	Q07458
P22579	Q08923
P31385	P32561
P31385	P38255
P31385	P38429
P31385	P40505
P31385	P50947
P31385	Q03010
P31385	Q07458
P31385	Q08923
P32561	P38255
P32561	P38429
P32561	P40505
P32561	P50947
P32561	Q03010
P32561	Q07458
P32561	Q08923
P38255	P38429
P38255	P40505
P38255	P50947
P38255	Q03010
P38255	Q07458
P38255	Q08923
P38429	P40505
P38429	P50947
P38429	Q03010
P38429	Q07458
P38429	Q08923
P40505	P50947
P40505	Q03010
P40505	Q07458
P40505	Q08923
P50947	Q03010
P50947	Q07458
P50947	Q08923
Q03010	Q07458
Q03010	Q08923
Q07458	Q08923
P25648	P38931
P25648	P39073
P25648	P47821
P38931	P39073
P38931	P47821
P39073	P47821
P22214	P22804
P22214	P25385
P22214	Q01590
P22804	P25385
P22804	Q01590
P25385	Q01590
P36015	P38736
P36015	P43682
P36015	Q01590
P38736	P43682
P38736	Q01590
P43682	Q01590
P23594	P31383
P23594	Q00362
P31383	Q00362
P23594	P31383
P23594	P38903
P31383	P38903
P23595	P31383
P23595	P38903
P31383	P38903
P23595	P31383
P23595	Q00362
P31383	Q00362
P31539	P38276
P31539	Q12118
P31539	Q12125
P31539	Q12285
P38276	Q12118
P38276	Q12125
P38276	Q12285
Q12118	Q12125
Q12118	Q12285
Q12125	Q12285
P53261	Q04660
P53261	Q12024
Q04660	Q12024
P20604	P40454
P20604	Q04372
P40454	Q04372
P20604	P43612
P20604	P40856
P20604	P36123
P32908	P40541
P32908	P47037
P32908	Q12158
P40541	P47037
P40541	Q12158
P47037	Q12158
P40090	Q04002
P38170	P38989
P38170	Q06156
P38170	Q06680
P38170	Q12267
P38989	Q06156
P38989	Q06680
P38989	Q12267
Q06156	Q06680
Q06156	Q12267
Q06680	Q12267
P12753	P32829
P12753	P33301
P32829	P33301
P28005	P38208
P28005	P38291
P28005	P38336
P28005	P38786
P28005	P40571
P28005	P41812
P28005	P53218
P28005	P53833
P38208	P38291
P38208	P38336
P38208	P38786
P38208	P40571
P38208	P41812
P38208	P53218
P38208	P53833
P38291	P38336
P38291	P38786
P38291	P40571
P38291	P41812
P38291	P53218
P38291	P53833
P38336	P38786
P38336	P40571
P38336	P41812
P38336	P53218
P38336	P53833
P38786	P40571
P38786	P41812
P38786	P53218
P38786	P53833
P40571	P41812
P40571	P53218
P40571	P53833
P41812	P53218
P41812	P53833
P53218	P53833
P22219	P22543
P22219	P38270
P22219	Q02948
P22219	Q05789
P22543	P38270
P22543	Q02948
P22543	Q05789
P38270	Q02948
P38270	Q05789
Q02948	Q05789
P0CE41	P10591
P0CE41	P25491
P0CE41	P25567
P10591	P25491
P10591	P25567
P25491	P25567
P0CE41	P10592
P0CE41	P25491
P0CE41	P25567
P10592	P25491
P10592	P25567
P25491	P25567
P53973	Q06623
P53973	Q06629
Q06623	Q06629
P21374	P32523
P21374	P38302
P21374	P53277
P21374	Q03654
P21374	Q04048
P21374	Q06091
P21374	Q12309
P32523	P38302
P32523	P53277
P32523	Q03654
P32523	Q04048
P32523	Q06091
P32523	Q12309
P38302	P53277
P38302	Q03654
P38302	Q04048
P38302	Q06091
P38302	Q12309
P53277	Q03654
P53277	Q04048
P53277	Q06091
P53277	Q12309
Q03654	Q04048
Q03654	Q06091
Q03654	Q12309
Q04048	Q06091
Q04048	Q12309
Q06091	Q12309
P36118	P53131
P36118	Q06411
P53131	Q06411
P25632	P32597
P25632	P32832
P25632	P38210
P25632	P38781
P25632	P43609
P25632	P53330
P25632	Q02206
P25632	Q03124
P25632	Q05123
P25632	Q06168
P25632	Q06488
P25632	Q06639
P25632	Q07979
P25632	Q12406
P25632	Q9URQ5
P32597	P32832
P32597	P38210
P32597	P38781
P32597	P43609
P32597	P53330
P32597	Q02206
P32597	Q03124
P32597	Q05123
P32597	Q06168
P32597	Q06488
P32597	Q06639
P32597	Q07979
P32597	Q12406
P32597	Q9URQ5
P32832	P38210
P32832	P38781
P32832	P43609
P32832	P53330
P32832	Q02206
P32832	Q03124
P32832	Q05123
P32832	Q06168
P32832	Q06488
P32832	Q06639
P32832	Q07979
P32832	Q12406
P32832	Q9URQ5
P38210	P38781
P38210	P43609
P38210	P53330
P38210	Q02206
P38210	Q03124
P38210	Q05123
P38210	Q06168
P38210	Q06488
P38210	Q06639
P38210	Q07979
P38210	Q12406
P38210	Q9URQ5
P38781	P43609
P38781	P53330
P38781	Q02206
P38781	Q03124
P38781	Q05123
P38781	Q06168
P38781	Q06488
P38781	Q06639
P38781	Q07979
P38781	Q12406
P38781	Q9URQ5
P43609	P53330
P43609	Q02206
P43609	Q03124
P43609	Q05123
P43609	Q06168
P43609	Q06488
P43609	Q06639
P43609	Q07979
P43609	Q12406
P43609	Q9URQ5
P53330	Q02206
P53330	Q03124
P53330	Q05123
P53330	Q06168
P53330	Q06488
P53330	Q06639
P53330	Q07979
P53330	Q12406
P53330	Q9URQ5
Q02206	Q03124
Q02206	Q05123
Q02206	Q06168
Q02206	Q06488
Q02206	Q06639
Q02206	Q07979
Q02206	Q12406
Q02206	Q9URQ5
Q03124	Q05123
Q03124	Q06168
Q03124	Q06488
Q03124	Q06639
Q03124	Q07979
Q03124	Q12406
Q03124	Q9URQ5
Q05123	Q06168
Q05123	Q06488
Q05123	Q06639
Q05123	Q07979
Q05123	Q12406
Q05123	Q9URQ5
Q06168	Q06488
Q06168	Q06639
Q06168	Q07979
Q06168	Q12406
Q06168	Q9URQ5
Q06488	Q06639
Q06488	Q07979
Q06488	Q12406
Q06488	Q9URQ5
Q06639	Q07979
Q06639	Q12406
Q06639	Q9URQ5
Q07979	Q12406
Q07979	Q9URQ5
Q12406	Q9URQ5
P25632	P32597
P25632	P32832
P25632	P38210
P25632	P38781
P25632	P43609
P25632	P53236
P25632	P53330
P25632	Q02206
P25632	Q03124
P25632	Q05123
P25632	Q06168
P25632	Q06639
P25632	Q07979
P25632	Q12406
P25632	Q9URQ5
P32597	P32832
P32597	P38210
P32597	P38781
P32597	P43609
P32597	P53236
P32597	P53330
P32597	Q02206
P32597	Q03124
P32597	Q05123
P32597	Q06168
P32597	Q06639
P32597	Q07979
P32597	Q12406
P32597	Q9URQ5
P32832	P38210
P32832	P38781
P32832	P43609
P32832	P53236
P32832	P53330
P32832	Q02206
P32832	Q03124
P32832	Q05123
P32832	Q06168
P32832	Q06639
P32832	Q07979
P32832	Q12406
P32832	Q9URQ5
P38210	P38781
P38210	P43609
P38210	P53236
P38210	P53330
P38210	Q02206
P38210	Q03124
P38210	Q05123
P38210	Q06168
P38210	Q06639
P38210	Q07979
P38210	Q12406
P38210	Q9URQ5
P38781	P43609
P38781	P53236
P38781	P53330
P38781	Q02206
P38781	Q03124
P38781	Q05123
P38781	Q06168
P38781	Q06639
P38781	Q07979
P38781	Q12406
P38781	Q9URQ5
P43609	P53236
P43609	P53330
P43609	Q02206
P43609	Q03124
P43609	Q05123
P43609	Q06168
P43609	Q06639
P43609	Q07979
P43609	Q12406
P43609	Q9URQ5
P53236	P53330
P53236	Q02206
P53236	Q03124
P53236	Q05123
P53236	Q06168
P53236	Q06639
P53236	Q07979
P53236	Q12406
P53236	Q9URQ5
P53330	Q02206
P53330	Q03124
P53330	Q05123
P53330	Q06168
P53330	Q06639
P53330	Q07979
P53330	Q12406
P53330	Q9URQ5
Q02206	Q03124
Q02206	Q05123
Q02206	Q06168
Q02206	Q06639
Q02206	Q07979
Q02206	Q12406
Q02206	Q9URQ5
Q03124	Q05123
Q03124	Q06168
Q03124	Q06639
Q03124	Q07979
Q03124	Q12406
Q03124	Q9URQ5
Q05123	Q06168
Q05123	Q06639
Q05123	Q07979
Q05123	Q12406
Q05123	Q9URQ5
Q06168	Q06639
Q06168	Q07979
Q06168	Q12406
Q06168	Q9URQ5
Q06639	Q07979
Q06639	Q12406
Q06639	Q9URQ5
Q07979	Q12406
Q07979	Q9URQ5
Q12406	Q9URQ5
P19658	P22224
P19658	P32844
P19658	P32855
P19658	P33332
P19658	P38261
P19658	P89102
P19658	Q06245
P22224	P32844
P22224	P32855
P22224	P33332
P22224	P38261
P22224	P89102
P22224	Q06245
P32844	P32855
P32844	P33332
P32844	P38261
P32844	P89102
P32844	Q06245
P32855	P33332
P32855	P38261
P32855	P89102
P32855	Q06245
P33332	P38261
P33332	P89102
P33332	Q06245
P38261	P89102
P38261	Q06245
P89102	Q06245
P20433	P34087
P32899	P47083
P32899	P53941
P47083	P53941
P40512	P47130
P40512	Q03981
P40512	Q04368
P40512	Q12348
P40512	Q12468
P47130	Q03981
P47130	Q04368
P47130	Q12348
P47130	Q12468
Q03981	Q04368
Q03981	Q12348
Q03981	Q12468
Q04368	Q12348
Q04368	Q12468
Q12348	Q12468
P25298	P25299
P25298	P39081
P25298	Q08685
P25299	P39081
P25299	Q08685
P39081	Q08685
P25298	P25299
P25298	P39081
P25298	Q08685
P25298	Q99383
P25299	P39081
P25299	Q08685
P25299	Q99383
P39081	Q08685
P39081	Q99383
Q08685	Q99383
P32504	P35203
P32504	P40969
P32504	P52286
P35203	P40969
P35203	P52286
P40969	P52286
P53148	Q04431
P38283	P38991
P38283	P47134
P38283	Q3E7Y6
P38991	P47134
P38991	Q3E7Y6
P47134	Q3E7Y6
P24004	P33760
P24004	Q08215
P33760	Q08215
P32800	Q04370
P32800	Q05568
Q04370	Q05568
P40155	P53112
P40155	P80667
P53112	P80667
P38855	P39108
P39108	P50091
P32613	P32893
P32613	P36149
P32613	P38334
P32613	Q03337
P32613	Q03630
P32613	Q03660
P32613	Q03784
P32613	Q04183
P32613	Q99394
P32893	P36149
P32893	P38334
P32893	Q03337
P32893	Q03630
P32893	Q03660
P32893	Q03784
P32893	Q04183
P32893	Q99394
P36149	P38334
P36149	Q03337
P36149	Q03630
P36149	Q03660
P36149	Q03784
P36149	Q04183
P36149	Q99394
P38334	Q03337
P38334	Q03630
P38334	Q03660
P38334	Q03784
P38334	Q04183
P38334	Q99394
Q03337	Q03630
Q03337	Q03660
Q03337	Q03784
