Protein;WT_Control_1;WT_Control_2;WT_Control_3;WT_Control_4;WT_HU_1;WT_HU_2;WT_HU_3;WT_HU_4
Q02969;1030029.125;701947.1875;852104.75;44910.7;452622.125;1044825.9375;833913.625;738980.0625
Q02979;57264.96484375;48876.63671875;55504.453125;138014.26;46934.51171875;57545.828125;50494.9609375;54188.23828125
Q03010;76242.1640625;89662.8359375;79040.328125;51021.86;61974.07421875;81936.1015625;71784.953125;90017.1171875
Q03012;31167.529296875;17943.646484375;17921.80078125;41468.24;11504.9638671875;25320.255859375;29280.8984375;22403.544921875
Q03016;83196.8046875;112056.3125;100282.15625;140890.97;116531.8984375;85487.9609375;74438.484375;111889.8359375
Q03020;29786.875;61429.0078125;33647.7890625;17895.07;38541.33984375;21469.388671875;30338.69921875;39266.9765625
Q03028;2036.55322265625;8.88048076629639;0;34206.24;276.121063232422;2316.36279296875;4523.84521484375;112.556495666504
Q03034;180255.46875;99691.03125;113177.859375;56163.9;153063.484375;170707;169369.984375;151672.671875
Q03048;6081945;11336314;10510536;15900.77;12098917;6561047.5;5865876.5;10491050
Q03049;47891.78125;48907.8046875;50942.75390625;38585.79;27117.830078125;29893.6484375;31193.9140625;40325.8046875
Q03063;110470.375;150893;123568.7890625;49356.19;142699.265625;112964.3984375;113541.8359375;123849.5078125
Q03067;41108.0078125;39998.63671875;32608.150390625;11284.64;54352.6015625;38541.265625;30044.9375;60571.1640625
Q03071;15610.306640625;16221.720703125;24611.455078125;11327.8;20060.15234375;13651.8798828125;14915.51171875;13779.4375
Q03088;195713.1875;185221.421875;167158.515625;92144.2;186210.0625;220312.453125;234363.609375;194440.90625
Q03099;44365.49609375;88104.4921875;51983.13671875;155553.34;44690.9921875;39507.9375;42202.109375;48518.14453125
Q03102;303497.25;97123.9375;59946.20703125;39976.08;139594.28125;360904.21875;364945.84375;156016.828125
Q03103;628976.1875;383788.03125;400537.34375;65032.54;406010.5625;626524.0625;667715.875;390336
Q03104;2531265.75;1133630.25;1581617.125;59588.57;1959190.25;2624517;2697131.5;1966990.625
Q03124;183801.421875;174677.203125;166912.015625;65217.53;152820.84375;213224.09375;174462.765625;173388.171875
Q03144;42778.37890625;13523.078125;9860.2392578125;24906.67;9692.8427734375;18957.337890625;18598.80859375;3393.34130859375
Q03148;89027.78125;5534.8779296875;13078.53125;31816.85;23247.2734375;48431.82421875;33947.140625;16523.748046875
Q03153;30489.98828125;23553.021484375;23127.634765625;70413.69;13412.8359375;24355.45703125;28599.822265625;28741.52734375
Q03161;1958127.75;1586730.125;1427416.625;33955.87;1559227.5;2154181.75;1672704.875;1744796.5
Q03162;8888.9111328125;4807.61865234375;4869.25390625;72250.53;0;0;0;0
Q03177;65135.17578125;54944.33984375;67291.7421875;94254.35;59783.15234375;50067.51171875;64276.0234375;69385.7265625
Q03178;4964766.5;3861054.5;5225790;34621.64;5774043;3409785.75;3001805;6416222
Q03193;0;0;0;0;10972.08203125;8686.2021484375;0;5932.599609375
Q03195;894361.9375;1028708.625;957745.125;68340.37;985868.4375;822808.8125;768536.8125;1036285.3125
Q03201;43429.30078125;46155.2890625;39753.1484375;23423.89;41559.33984375;51074.2109375;59987.671875;48302.88671875
Q03208;13012.271484375;14629.94140625;14536.77734375;40059.85;15281.671875;4514.982421875;6806.564453125;7431.630859375
Q03218;38001.6484375;36199.52734375;103236.828125;56209.32;26150.337890625;38373.83203125;35892.828125;24566.3125
Q03219;216817.84375;176939.609375;158750.453125;31144.66;174462.421875;239005.9375;243706.21875;157469.78125
Q03233;82058.25;101090.203125;91324.453125;22109.53;103909.734375;98879.9296875;92253.1875;82140.3125
Q03246;92799.0078125;73778.34375;75555.25;27634.89;93288.234375;86568.703125;78766.7890625;78694.4453125
Q03254;53273.73828125;35766.6875;15848.1484375;83441.12;42626.25;68101.3671875;51631.44140625;48300.84765625
Q03262;237331.359375;97196.6015625;91823.234375;71069.04;115468.8671875;286187.21875;157072.953125;141712.40625
Q03264;104540.8359375;105968.421875;102373.0234375;59539.59;117327.1015625;90823.515625;90159.0078125;110544.1953125
Q03266;59253.4609375;86329.125;82934.890625;42639.79;67902.28125;73602.890625;57498.38671875;78865.8828125
Q03280;106838;96404.7734375;101485.03125;374184.77;88608.4765625;119681.4375;102130.9140625;105039.390625
Q03281;75661.4375;83865.6484375;81450.3984375;76376.74;92708.109375;71087.359375;79597.7578125;80327.8515625
Q03290;35540.29296875;32608.25;24553.05859375;38128.41;30982.05078125;42852.4765625;46991.02734375;24057.6015625
Q03305;175386.90625;176782.109375;156504.703125;47469.14;189908.03125;168602.578125;210817.234375;170460.25
Q03306;21701.220703125;27117.31640625;27713.888671875;100475.58;21797.5078125;21614.044921875;21536.435546875;23224.3359375
Q03322;99208.8125;39062.30078125;69491.234375;25816.87;95751.09375;116391.90625;110137.046875;64214.05859375
Q03323;33789.06640625;43279.6171875;29238.453125;19446.25;31628.4375;41687.54296875;37720.3125;22042.865234375
Q03327;82380.0078125;72944.0859375;81259.9375;57542.9;88983.234375;64023.03125;65335.34375;63596.96484375
Q03330;43070.23046875;20885.7421875;22658.509765625;51069.33;37333.72265625;42408.78515625;44823.96484375;33137.2890625
Q03337;189245.109375;219961.015625;213014.640625;31721.74;182987;160012.734375;158435.421875;197836.40625
Q03361;50574.44921875;89955.6640625;103322.8125;98690.68;86742.640625;41153.015625;61338.31640625;79492.6171875
Q03362;90591.5390625;38683.328125;57092.140625;25265.57;28459.900390625;88547.796875;50669.18359375;48559.1875
Q03370;35943.39453125;100078.40625;63130.59375;63542.67;63728.84375;17534.931640625;75975.2578125;67210.140625
Q03375;28692.185546875;33864.47265625;39019.80078125;15762.53;34193.94140625;27322.810546875;6781.4853515625;40932.37890625
Q03388;126724.3828125;125231.96875;96814.140625;90580.07;116259.3984375;148656.125;126702.7578125;98659.7578125
Q03390;55292.546875;140933.59375;159463.234375;25861.62;132461.96875;79621.7421875;78247.0703125;130437.5625
Q03407;52979.93359375;37467.4765625;33010.421875;86252.52;63804.92578125;50999.83203125;35917.953125;52520.69921875
Q03429;13753.6220703125;42229.4921875;22162.474609375;13926.98;26155.478515625;16849.896484375;21171.611328125;29760.16796875
Q03430;180607.9375;107805.53125;81104.9296875;41215.94;93176.1875;180415.3125;160257.890625;88736.8828125
Q03434;5484503;5044368;4026357.5;198572.39;4459489.5;6103004;6318602.5;4677746.5
Q03435;28592.095703125;22871.849609375;13934.4228515625;23856.94;23478.201171875;27176.017578125;21369.447265625;25578.369140625
Q03441;38467.80859375;79125.140625;80932.3984375;49931.55;48816.68359375;47441.07421875;65233.5859375;64539.0234375
Q03446;43509.42578125;58811.2890625;31158.388671875;24210.8;50683.953125;67476.3203125;76622.8984375;57119.22265625
Q03455;19148.55078125;20590.001953125;19590.830078125;80577.64;20078.6796875;23581.75390625;29674.251953125;36272.43359375
Q03496;98606.6796875;60826.609375;43512.58203125;163577.18;45294.390625;144169.125;60054.75;66330.8125
Q03497;73831.2734375;99904.09375;76458.2890625;102362.2;81039.5;78184.6875;74327.8046875;92922.78125
Q03503;145797.0625;82155.0078125;76871.59375;20456.81;22028.919921875;116479.125;85911.1796875;133462.25
Q03516;84200.3359375;75330.1328125;77322.3515625;107672.54;83522.9453125;78923.4921875;90058.5625;70515.578125
Q03525;45570.453125;61147.13671875;36202.39453125;23949.15;46227.7421875;42454.33984375;73341.6640625;39179.953125
Q03529;248096.859375;307137.8125;319071.875;44881.48;339834.0625;248061.203125;247691.34375;301031.5
Q03532;698033.875;693042.3125;547838.375;56717.48;582872.9375;761604.0625;661279.0625;633732.75
Q03533;74115.7421875;129366.2421875;127918.4609375;66219.72;132820.578125;78171.53125;101247.6953125;104679.109375
Q03558;4443528.5;6039595.5;5773108;45010.68;5974506.5;4404393.5;4617122;5357496.5
Q03559;181355.640625;359691.65625;333750.8125;22178.67;386049.59375;228256.15625;231026.828125;335014.1875
Q03579;182569.390625;294381.8125;231072.328125;17206.69;252806.734375;185344.359375;184828.796875;202741.921875
Q03629;304884.03125;321110.96875;340678;22461.48;382989.75;320819.21875;315373.03125;318441.46875
Q03631;88584.6640625;30529.9921875;21194.203125;107560.52;12302.673828125;5587.9951171875;19663.33984375;29579.703125
Q03640;968706.1875;1029992.375;959839.1875;171075.57;1015323.6875;978139.625;1004237.625;1019353.375
Q03648;82961.40625;39160.10546875;50551.90234375;52245.93;60980.734375;93761.1796875;90497.7265625;55499.0390625
Q03649;4818.72265625;4509.3349609375;1.34315347671509;51437.59;8126.98486328125;2228.0185546875;5193.70849609375;7247.9287109375
Q03652;37094.734375;58656.50390625;46022.45703125;55312.17;35641.640625;39961.78515625;41956.44140625;43356.37890625
Q03653;162140.078125;251308.53125;215463.484375;89190.57;188469.03125;150700.109375;173116.71875;188903.171875
Q03654;3529.26513671875;2044.50512695312;3066.5927734375;67730.79;0;8886.0625;4778.19482421875;2695.16040039062
Q03655;690277.75;672699.375;766141.4375;56793.51;777695.5;765617.3125;800826.6875;746877.75
Q03656;73729.5390625;82559.9140625;64494.98046875;83237.5;92772.359375;112261.6171875;112949.25;79418.8515625
Q03660;45073.68359375;32754.703125;31168.46875;128130.68;29166.84765625;40906.859375;19817.0859375;35859.0390625
Q03661;103677.0390625;138783.5;93398.0546875;187137.83;135536.6875;92981.125;113380.375;84661.9453125
Q03667;337420.375;430291.3125;391992.28125;16669.32;495224.3125;233330.578125;358200.15625;382451.46875
Q03673;31785.521484375;59536.7578125;42477.9609375;22741.59;40872.7109375;9017.8076171875;24115.587890625;41467.765625
Q03674;84537.2734375;130843.0703125;116542.5;75455.46;112557.828125;108464.109375;109467.59375;156544.65625
Q03677;227532.234375;256745.96875;276748.09375;20879.37;284917.21875;246048.03125;240410.140625;267307.03125
Q03687;9795.9892578125;2316.134765625;3859.81201171875;46872.36;2904.68310546875;11445.7041015625;13037.0244140625;1948.66052246094
Q03690;14758379;11256837;10185542;145165.62;11425597;14191151;13976430;11748879
Q03694;4123.35302734375;0;0.851927220821381;47314.64;5302.99462890625;2921.73608398438;12465.8095703125;6122.22705078125
Q03702;16707.462890625;6990.048828125;10948.9423828125;41000.43;3835.19677734375;9551.15625;11502.5966796875;6721.3955078125
Q03703;20575.9453125;40837.78515625;39898.44921875;38023.23;26641.81640625;9019.9521484375;23184.4140625;43634.5234375
Q03705;198696.125;254503.265625;249980.21875;20661.81;178935.21875;204219.015625;197777.28125;227048.359375
Q03707;103350.0703125;211505.328125;173583.59375;95497.6;180276.71875;94510.65625;115261.078125;177011.34375
Q03713;69652.1875;86795.25;60461.375;18477.41;117614.1875;136790.390625;99425.6171875;36881.11328125
Q03714;22495.572265625;15004.435546875;15152.5302734375;96653.32;34454.09375;19357.60546875;18583.25390625;26823.73828125
Q03723;23268.919921875;12190.4873046875;37943.8984375;37890.53;31846.6484375;50612.515625;43196.5078125;24398.765625
Q03735;186931.078125;227492.46875;241776.8125;126138.61;215022.4375;162793.671875;162001.703125;262400.78125
Q03750;9520.6474609375;17793.638671875;28758.291015625;57985.73;13404.849609375;6988.609375;9780.154296875;12776.92578125
Q03758;80246.203125;73060.59375;82275.7109375;104786.32;51582.93359375;74856.96875;73726.1484375;89952.1796875
Q03759;35491.79296875;7330.04638671875;6278.59765625;12339.09;7339.2998046875;36465.34765625;30831.76171875;4659.0986328125
Q03760;0;646.53369140625;626.198303222656;39207.43;584.128234863281;0;41.7378845214844;534.864440917969
Q03761;190827.4375;299424.46875;263510.1875;61072.6;246857.140625;219703.515625;207973.984375;230083.3125
Q03768;80013.6796875;65779.3046875;73109.796875;31030.62;34259.0078125;64675.08984375;83581.7578125;60750.75
Q03769;101485.9921875;112992.5703125;96705.8671875;47321.46;98302.7734375;84860.8671875;107409.109375;124679.6953125
Q03771;192931.453125;199119.25;184127.203125;42942.53;161974.21875;184699.125;172998.875;159275.28125
Q03772;54371.12109375;71764.734375;67101.4140625;19935.1;79854.453125;54785.78125;63188.76171875;65140.46484375
Q03774;285891.21875;161741.90625;140330.59375;50488.11;168802.46875;340027;273324;175709.28125
Q03776;12805.7451171875;6707.0556640625;10369.482421875;65145.27;3503.67236328125;13126.1220703125;5410.7509765625;5751.04052734375
Q03778;98151.8046875;176679.03125;273617.125;24537.08;130966.7578125;70994.34375;94681.25;176233.40625
Q03782;0;5344.21728515625;14564.185546875;56498.39;19998.669921875;11333.265625;21561.0546875;8443.0771484375
Q03784;14138.8056640625;7754.17333984375;11991.830078125;24863.29;16213.4267578125;17676.560546875;8897.119140625;14508.5439453125
Q03786;120253.3671875;97455.125;48563.4921875;22174.68;75053.1171875;102945.7421875;145741;69082
Q03790;275791.59375;299015.90625;278190.25;52618.78;306660.125;244945.765625;292553.5625;269289.125
Q03792;9276.62890625;1.16218638420105;2.14050507545471;83123.84;1.49497473239899;9777.5927734375;5139.97509765625;1.47614908218384
Q03796;33819.58984375;19976.42578125;18894.125;27383.29;25845.59375;29644.763671875;15542.7626953125;47781.4453125
Q03798;135917.953125;155095.171875;127936.125;29076.77;100081.4296875;120751.7578125;94928.375;116865.65625
Q03799;100897.6171875;104445.875;124974.890625;17470.56;119069.7265625;108539.2421875;92796.5;148063.625
Q03823;37414.78515625;40125.1171875;30306.2109375;95096.74;0;23353.267578125;24488.7421875;39710.8359375
Q03833;59014.015625;45278.07421875;65018.50390625;99481.1;57444.83203125;42572.9609375;61665.88671875;52532.24609375
Q03834;145209.640625;154384.9375;127869.6953125;140080.34;101609.5078125;161195.78125;156927.90625;111642.6328125
Q03835;524079.3125;358809.96875;396769.34375;28261.34;299191.03125;459861.625;479975.78125;394415.5
Q03856;280394.09375;127155.0546875;142121.921875;49056.46;236260.765625;176548.640625;269986.59375;196340.9375
Q03862;819190.875;718211.5;631502.1875;65212.55;606584;830417.8125;754854.1875;653340
Q03880;87934.7578125;36635.3203125;27092.671875;13961.95;35937.55859375;69478.84375;80391.9296875;29126.650390625
Q03897;14168.8447265625;13638.0595703125;9345.4541015625;130946.48;15717.7734375;17475.78515625;8881.8720703125;9356.91796875
Q03919;257334.140625;198003.15625;191821.4375;8693.16;176330.734375;228552.90625;248129.15625;141021.25
Q03921;199976.671875;154924.921875;168599.609375;194687.71;135299.765625;206138.421875;169341.140625;190040.5
Q03940;789739.75;791793.5625;760425.25;50453.11;692292;801229.5625;703876.625;792825.0625
Q03941;235409.90625;217677.015625;197154.046875;27339.76;161092.53125;236733.109375;225672.1875;158726.453125
Q03942;3.34837818145752;0.00427764421328902;0.00313559384085238;55949.69;0;0;0;0
Q03944;20963.25390625;20592.619140625;22037.994140625;67283.54;15075.6826171875;22919.87109375;21578.45703125;24157.55859375
Q03954;23151.560546875;41047.765625;32237.21875;18909.54;31304.138671875;25338.990234375;28325.171875;20932.091796875
Q03957;44424.36328125;9432.205078125;43992.8046875;60501.13;27805.5390625;36195.63671875;35410.6171875;51150.69921875
Q03973;920571.9375;768776.6875;877298.8125;27544;766954.8125;1049387.25;1044689.125;779031.4375
Q03976;55107.59765625;58595.32421875;88230.2421875;37393.42;70630.78125;45781.19140625;59341.71875;76989.6015625
Q04002;34638.234375;659.515502929688;19276.23828125;171101.68;12726.7412109375;8410.7490234375;13232.509765625;12551.8505859375
Q04003;17185.572265625;20543.275390625;9091.4765625;55409.43;7133.828125;14247.357421875;14530.0087890625;4531.9609375
Q04004;70990.3359375;69930.78125;76898.75;26622.65;100057.0078125;86241.546875;82921.5625;123979.7890625
Q04005;3134.67529296875;3580.91821289062;4003.19604492188;33114.05;2136.41943359375;2322.32177734375;2132.98413085938;1041.99755859375
Q04007;2524.779296875;0;3065.06396484375;98330.84;786.395751953125;1735.6630859375;1897.38977050781;0
Q04013;696935.8125;530740.25;535233.4375;34184.57;442751.1875;798861.625;628842.8125;612170.8125
Q04031;56994.62109375;58410.92578125;39804.58203125;27974.42;38024.73828125;37283.24609375;43322.046875;42385.3515625
Q04048;402.054412841797;70.2531051635742;1470.3076171875;100229.19;114.217918395996;1363.96118164062;1438.39501953125;3499.2373046875
Q04053;475602.28125;310423.09375;381737.96875;70741.14;231811.640625;411660.4375;276830.15625;308528.625
Q04062;1050862.5;480540.375;558191;45782.47;537121;1189904.375;1145719;499730.28125
Q04066;138483.203125;197605.546875;259791.421875;29991.33;164336.5;190069.125;173921.4375;224498.265625
Q04067;1888204.125;2730706.5;2523619;30501.46;2433380.75;1809955.375;1857080.875;2318646.75
Q04080;80502.3046875;14239.0517578125;18300.751953125;60814.13;14435.5302734375;71993.34375;91080.390625;28263.888671875
Q04081;70434.4609375;34791.90625;47207.4765625;37694.58;35709.5546875;65555.1328125;39844.62109375;43871.125
Q04087;14538.8037109375;26316.853515625;24319.87109375;39354.03;19521.181640625;17222.5078125;16608.1796875;19167.26171875
Q04119;211590.859375;269666.84375;245722.609375;78344.3;222576.6875;205075.859375;171262.71875;199093.453125
Q04120;8333515.5;1783162.625;3287898.75;21614.87;2665387.5;8592056;7780697;3655804
Q04170;213646.109375;311577.84375;368817.65625;26273.8;303743.5;239835.09375;194115.890625;349928.90625
Q04175;229949.9375;176421.53125;159926.515625;108404.68;112677.640625;237385.1875;147810.1875;153500.96875
Q04177;198772.046875;229129.734375;209402.75;72001.61;193109.921875;221771.140625;175898.578125;187559.40625
Q04178;493261.3125;660063.8125;526491.9375;25190.73;609613.75;472129.875;459315.5625;586155.9375
Q04179;108772.6640625;139855.109375;138762.75;37960.38;106500.5625;109220.125;121496.7734375;103886.5625
Q04182;56428.0703125;63068.47265625;80291.5390625;172255.73;77218.84375;56761.53515625;61433.609375;63430.77734375
Q04183;50388.9609375;41593.0234375;48264.23828125;147662.13;35000.9765625;62197.34375;36995.94140625;49884.515625
Q04195;10870.1044921875;20497.640625;15945.2626953125;100796.1;16187.26953125;10930.3056640625;14766.21484375;17465.611328125
Q04199;11307.2529296875;9836.142578125;0;51252.1;14512.3671875;269224.1875;440031.75;0
Q04201;74083.609375;76531.46875;97699.6015625;12892.78;77634.546875;62432.5;74627.703125;51192.1640625
Q04212;14318.662109375;511.814483642578;12513.8154296875;38220.43;8084.548828125;15222.5869140625;17563.548828125;25224.67578125
Q04213;91773.859375;124385.125;128576.40625;55426.58;127194.8046875;93842.8984375;97016.7265625;115971.2421875
Q04217;166790.921875;149513.578125;117869.3203125;144954.6;136329.40625;161734.015625;155199.71875;142317.953125
Q04223;40557.35546875;35874.4765625;27178.265625;35278.43;20821.125;29538.021484375;30215.734375;38376.65234375
Q04225;242781.5625;197901.59375;152340.609375;57261.3;219920.640625;237368.671875;240612.9375;206094.015625
Q04226;29959.66015625;7985.30615234375;15773.5419921875;40623.63;7118.15234375;26653.044921875;23812.087890625;4537.2587890625
Q04228;68188.890625;91144.265625;77060.3203125;66761.25;66019.9140625;76304.203125;66537.25;77806.5078125
Q04231;3082.38623046875;259.859680175781;0.093361496925354;20270.47;0;1830.80090332031;4053.6376953125;68.4701080322266
Q04233;20908.70703125;41722.421875;25471.7109375;87139.54;32123.416015625;25630.322265625;22128.83984375;26600.037109375
Q04235;60129.27734375;34999.14453125;52568.3046875;52726.49;39422.87890625;14681.2763671875;25916.009765625;69796.5546875
Q04264;85185.125;64449.37890625;48488.578125;147041.36;48022.35546875;84942.296875;72053.1640625;68156.515625
Q04272;38884.546875;68458.4609375;101506.09375;25637.92;50474.64453125;77526.546875;44665.53515625;7932.3369140625
Q04279;123767.1171875;153920.28125;146959.03125;105873.68;166650.828125;125866;133539.984375;136053.984375
Q04299;38136.45703125;40772.328125;35864.36328125;32067.23;43851.88671875;31149.88671875;36488.08203125;40224.62109375
Q04304;1078734;460968.21875;782260.125;24882.43;742111.75;1214516.125;894368.6875;732268.1875
Q04305;235249.3125;281111;228745.1875;57686.39;194080.21875;221718.28125;228872.296875;238427.984375
Q04307;10494.77734375;15467.76953125;11822.0693359375;12513.11;12594.169921875;8883.265625;1180.02941894531;14436.9052734375
Q04311;74535.859375;42906.7890625;40466.71484375;72733.37;50900.62109375;67917.0234375;64937.9921875;51318.46875
Q04322;63417.375;69999.015625;81734.0859375;82131.41;74759.75;74138.5234375;75073.4140625;83853.546875
Q04336;1138352.125;619088;911178.5625;126624.28;985151.3125;1232330.25;1064682.625;1039353.9375
Q04338;499232.65625;573121.875;552916.625;24668.02;636535.75;501319.03125;459570.8125;534012.8125
Q04341;38922.1328125;69626.390625;89757.53125;13866.04;70455.6328125;25678.69140625;52330.8359375;60051.3671875
Q04344;1054217.75;1007708.1875;949773.125;17679.55;1443002;886511.0625;1072308.125;1109102.375
Q04347;75575.515625;52870.1171875;46381.45703125;60054.05;45935.7578125;82880.953125;60313.12109375;39822.55859375
Q04371;624771.75;378705.46875;375994.21875;54128.69;350587.96875;582746.125;468010.21875;434449.59375
Q04372;121380.921875;91172.609375;39351.65234375;42567.81;67385.6640625;82170.296875;99484.4765625;62146.40234375
Q04373;618643.5;303177.34375;244309.796875;75105.56;315486.9375;681801.9375;550860;301944.90625
Q04377;13127.041015625;4384.8037109375;5517.84716796875;86424.81;9345.1376953125;9421.9287109375;14077.92578125;3927.84033203125
Q04383;216423.96875;31.6697196960449;12.6672477722168;58202.17;8168.6630859375;216746.390625;205169.453125;7541.74853515625
Q04396;3265.13452148438;0.670706748962402;389.559173583984;31586.27;1509.71447753906;8991.9599609375;4553.17138671875;1378.41955566406
Q04401;161083.171875;80534.3828125;81342.2109375;15783.07;128299.1484375;152806.390625;130153.28125;97078.7421875
Q04408;27246.650390625;29897.845703125;21197.748046875;55489.91;29663.515625;23041.16015625;33642.984375;25457.888671875
Q04409;880899.4375;660062.0625;636390.875;55920.88;595738.125;849023.25;798096.9375;797589.375
Q04410;239907.375;209259.03125;186760.609375;41118.95;181682.65625;246751.625;194336.046875;244824.203125
Q04418;41757.30078125;36187.4765625;32856.7890625;50192.18;49040.22265625;46434.3046875;55354.484375;35969.7890625
Q04430;111329.7734375;118541;105402.28125;40903.16;54411.08984375;120767.640625;119180.6953125;113979.3203125
Q04432;1210428.5;864466.25;1327673.75;25669.84;1382997.375;1249291.875;1278280.25;1156465.75
Q04437;25484.388671875;38076.82421875;22657.3359375;71241.04;22521.173828125;54701.71875;29211.763671875;33239.60546875
Q04439;606927.0625;603717.0625;629138.5625;136899.43;562203.125;628647.875;590022.1875;636550.75
Q04458;238594.421875;129213.171875;152084.296875;59978.96;142812.5;232442.1875;200189.1875;191147.578125
Q04461;0;19793.05859375;12869.1806640625;52370.17;176.831314086914;13640.326171875;17585.66015625;7454.8974609375
Q04472;77797.1796875;19246.57421875;30098.525390625;58003.81;18428.59765625;69820.9296875;63534.82421875;32299.244140625
Q04477;100321.3828125;24953.341796875;79934.7578125;24603.8;71551.3046875;41409.4453125;40630.15625;38359.7109375
Q04489;32132.619140625;19702.111328125;21302.787109375;59469.49;11713.8525390625;20566.763671875;20177.04296875;17327.158203125
Q04491;673221.25;217118.28125;234221.53125;33043.04;354140.40625;762252.1875;545489.375;450259.375
Q04493;322255.0625;362508.5;311020.625;18355.91;358660.28125;341901.53125;319399.875;307986.5625
Q04500;125764.9765625;162478.40625;124026.1796875;103023.38;141925.1875;128099.5;124276.40625;115478.8125
Q04511;25786.4140625;21225.736328125;143005.015625;76860.1;15820.255859375;28659.392578125;19365.306640625;19149.607421875
Q04533;68765.796875;38299.59765625;55250.21484375;74313.39;41745.1796875;53892.98046875;52847.8359375;48226.140625
Q04562;29971.84765625;77194.5078125;82504.1640625;76346.78;52879.4375;22563.787109375;32198.99609375;61518.1875
Q04585;23279.9453125;15222.0478515625;22504.998046875;79161.03;17753.400390625;21893.8671875;23107.16796875;15202.9697265625
Q04598;38921.375;176265.125;227355.171875;12030.25;146464.25;20978.46484375;11336.375;220694.75
Q04599;135682.484375;207944.109375;171676.8125;30995.98;213239.015625;106826.8203125;94740.9296875;196560.390625
Q04600;101851.140625;114401.8125;118358.2578125;63991.7;95070.59375;97395.265625;101734.1640625;92046.28125
Q04602;34227.39453125;12716.341796875;8286.0078125;85682.61;16417.62109375;45442.79296875;33029.6328125;17642.892578125
Q04603;89453.40625;123411.359375;124933.1015625;21997.49;95765.71875;97534.9921875;114430.09375;93065.234375
Q04632;23425.724609375;13478.8916015625;26086.52734375;69829.06;8827.6044921875;20365.65625;17328.43359375;12248.1474609375
Q04636;477649.125;381857.4375;379471.1875;62993.79;383444.8125;442280.0625;431909.875;412062.53125
Q04651;151142.265625;150540.671875;132811.546875;40705.5;115479.65625;163971.53125;135376.328125;160305.265625
Q04660;498412.75;563307.75;509093.6875;91704.68;510781.71875;509522.6875;486172.125;538655.875
Q04673;103719.15625;20324.107421875;38151.03515625;52290.05;26989.67578125;43427.7265625;35248.1328125;79816.765625
Q04675;4248.0888671875;0;0.455888986587524;14890.1;729.923400878906;3941.77807617188;2779.32373046875;723.593078613281
Q04693;67235.375;82337.0234375;76028.9375;153784.46;69289.5703125;91777.0234375;95904.6328125;70101.046875
Q04697;568513;754085.75;666351.75;45869.6;587415;542429.5;528396.25;611030.4375
Q04728;169721.609375;159744.984375;160520.84375;47848.76;163640.59375;165623.828125;166295.09375;148808.265625
Q04739;4125.8994140625;2519.84204101562;10806.658203125;46648.29;10331.4453125;1300.67846679688;9430.1396484375;8497.931640625
Q04740;14145.55078125;350.959747314453;1.20214903354645;39431.04;3918.8671875;10819.90234375;4904.38671875;2367.80932617188
Q04748;50283.06640625;92221.0859375;73283.90625;104747.65;34052.43359375;57526.76953125;46440.859375;46764.84765625
Q04749;54579.48828125;77632.2421875;84725.09375;47139.47;87733.671875;53872.93359375;57446.37890625;66496.578125
Q04767;32917.39453125;8045.40673828125;4521.09765625;18693.18;14690.09375;37611.44140625;29865.794921875;14423.4541015625
Q04772;87156.4765625;63382.359375;65112.69921875;23181.91;58643.68359375;96390.4453125;91020.5546875;65918.734375
Q04773;244609.28125;262189.46875;228388.375;15977.45;268519.0625;303548;313236.03125;189152.71875
Q04779;21126.013671875;10841.4326171875;12488.2802734375;78836.45;16459.478515625;32137.111328125;29865.287109375;20346.908203125
Q04781;219598.859375;107851.1640625;77787.625;180186.29;129300.3359375;268276.15625;159560.265625;128057.140625
Q04792;1534573.25;821601.0625;1185404.375;65989.94;1291428.125;1712198.5;1392415.875;1546045.625
Q04835;13606.83984375;21677.5859375;16524.22265625;46658.63;42017.94140625;29121.224609375;16067.4365234375;31331.6640625
Q04839;20321.544921875;40718.83203125;39114.37890625;21571.36;37680.2109375;10810.736328125;18030.62890625;33814.70703125
Q04847;175120.984375;21558.94921875;29845.66015625;64405.05;27086.248046875;160536.625;95366.3671875;48018.72265625
Q04867;131203.9375;193737.890625;219236.140625;35852.4;144696.25;138505.34375;110669.5078125;142262.46875
Q04868;77701.21875;19681.94921875;23070.2265625;30573.69;34454.00390625;78640.5625;67343.7421875;41851.9140625
Q04869;2489172.25;1828648;1828919.375;38215.58;1759592.5;2853390.5;2856038;1901820.125
Q04894;2184778.25;1164945;1119568.75;39617.51;1608071;2268978.75;2162326.25;1604820.25
Q04924;142988.671875;168431.375;164072.8125;79907.47;152065.84375;124510.75;138633.71875;126668.3828125
Q04934;68032.3984375;112384.9453125;128169.828125;49975.51;127355.1640625;92328.4375;96929.2734375;107830.96875
Q04935;130704.796875;127733.6953125;140047.34375;23757.98;127887.453125;108578.1875;134259.25;132937.109375
Q04947;6535031.5;4196772.5;3955438.5;32915.97;6016573;6953007;6415266;5666171
Q04951;120227.296875;87860.3125;120222.9140625;40469.16;108530.140625;116639.859375;94972.4375;88853.78125
Q04958;79967.7109375;112980.9453125;106128.3515625;187132.83;88507.71875;88667.7890625;83588.921875;94321.15625
Q04964;13456.41796875;86583.4375;66589.5390625;11834.18;67025.2734375;8514.97265625;6481.27978515625;53142.71875
Q04969;35816.21484375;38496.90625;44784.5;20802;27729.41796875;39653.7265625;41942.2421875;32199.990234375
