PG.UniprotIds,221125_EC1_nvolkmar_EX140_1.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_2.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_3.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_4.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_5.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_6.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_7.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_8.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_9.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_10.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_11.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_12.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_13.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_14.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_15.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_16.raw.PG.Label-Free Quant
Q04839,190057.6,518905.6,416808,591295,NaN,NaN,282297.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P25302,148629.3,NaN,35770.53,168841.2,NaN,NaN,NaN,94694.88,NaN,339814.9,0,NaN,NaN,NaN,NaN,NaN
Q03799,630948.5,NaN,254430.8,343166,NaN,NaN,NaN,468510.1,4241139,5462374,9667378,8397075,4602229,3574241,4715613,5102032
P38814,602710.4,795857.4,467652.5,703611.3,783214.4,NaN,539101,NaN,6033843,3009732,7844223,4396283,7159894,4728682,4697164,4435184
Q3E764,1653066,NaN,67125.7,NaN,423428.9,85656.13,NaN,383774.3,NaN,NaN,NaN,NaN,95239.69,484889.6,NaN,NaN
P54730,59252.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6725224,1435576,5666934,659798,9036012,3591120,831111.9,9019737
P23595,321835,NaN,448298.1,403301.9,NaN,NaN,66834.1,NaN,1.46E+07,1.38E+07,8943920,1.29E+07,1.98E+07,1.65E+07,1.85E+07,1.62E+07
P47102,66658.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1143355,1927953,2063156,1853183,1057284,760321.9,704206.1,689210.8
P22515,84411.27,427302.5,226714.8,271231,NaN,NaN,120973.4,NaN,5703152,8264678,6251838,6040129,4751798,6863694,8188834,6720371
Q08285,143955.3,335176,287714,69163.55,NaN,NaN,NaN,511153.5,NaN,53484.62,NaN,NaN,NaN,NaN,149264.9,137762
P35187,553067.6,76625.98,NaN,154951.2,NaN,103083.9,101465.8,119479.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P07342,750536.6,506378.9,320521.2,1852385,NaN,580008.7,352305.2,572935.6,4.65E+07,6.58E+07,3.21E+07,5.17E+07,6.98E+07,4.95E+07,3.42E+07,2.53E+07
P40303,1031591,599986.6,351923.3,1334098,2276142,1013355,833257.6,1362887,2.51E+07,2.48E+07,1.94E+07,3.05E+07,3.03E+07,2.14E+07,2.11E+07,3.18E+07
P38287,284089.9,731881,140527.4,NaN,NaN,125599.1,NaN,327008.8,NaN,NaN,184088.3,NaN,NaN,NaN,NaN,NaN
Q03976,187880.4,NaN,140823.2,NaN,NaN,205521.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03750,239053.7,927528.6,378050.6,1151136,1048693,473999.4,196973.6,1182795,4946128,3058088,4816934,5993298,3162577,5417135,3034085,2850755
P33775,339379.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208854.2,NaN
P07270,368261.4,1012317,923304.4,92959.05,NaN,325132.1,158018.9,960017.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38264,301606.1,NaN,NaN,199290.8,311516.6,244673.9,66302.52,NaN,NaN,1010141,2549637,1080652,857187.1,1013016,757354.4,316336.1
P53875,161690.4,NaN,NaN,201656,NaN,NaN,NaN,NaN,NaN,NaN,169010,NaN,NaN,NaN,113307.1,102699.4
Q12122,297883.6,941563.7,530709.8,1461413,NaN,1534563,467717.4,1764705,9937395,7529035,9620045,9108053,9571498,1.03E+07,1.20E+07,6985446
P0CX80;P0CX81,1065152,1265471,414459,669484.8,2301916,2514746,4468160,1886414,NaN,NaN,NaN,NaN,NaN,392902.8,NaN,568302.9
Q07930,1083328,152667.5,NaN,737082.1,1165114,963327.8,122920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P17423,335855.8,147735.3,258444.3,570515,287322,301557.1,NaN,113317,4161946,7852064,7732079,5584544,3634787,6721912,3927898,4704057
P53317,98752.77,296615.7,258963.2,83180.73,NaN,372549.6,NaN,103517.2,121728,133387.8,166788.1,NaN,NaN,158094.3,NaN,NaN
Q05541,2218267,3503610,NaN,1362040,NaN,596704.3,356878.8,NaN,NaN,2501821,1789513,0,1218043,NaN,NaN,NaN
P39109,122385.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116628.3,NaN,289549.3,NaN,386502.3,298870.8,NaN,173964.4
P11632,2442477,1449242,2820415,1135053,NaN,684650.9,1825615,36097.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11633,619605.9,481529.4,NaN,1759842,800289.9,913909.3,602671.6,902628.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P54999,254970.3,1533808,281157,473861.8,470549.8,1158138,677103.9,663514.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P20449,262875.8,256382.3,307796.4,1535421,NaN,54049.78,NaN,578861.5,5056636,6929222,1.10E+07,5646674,2630660,2970119,4134067,2354482
P43573,794448.7,55808.36,NaN,1538691,NaN,385479.7,193430.2,NaN,5953720,4100557,4893061,5341432,3982276,5939635,5816570,5563999
Q12753,1274255,690572.8,1073419,868218.6,2228701,978530.6,650087.4,1354564,1943652,1053650,270713,1154724,1077529,1878788,943552.5,1525822
Q05854,95063.84,98969.12,228524.3,NaN,40663.57,NaN,NaN,262655.6,5393096,2275493,2546092,3539638,1486057,816781.1,734548.6,1024795
P32349,1511500,1705229,760645.1,1777021,1153980,1194937,574873.3,1302350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P40505,1814891,1145462,1834555,712684.6,2174479,152526.7,1714253,1332288,3089737,1962746,2648035,3984213,4154118,3558168,2187773,1705199
P15274,236268.7,207110.4,NaN,NaN,NaN,NaN,NaN,394863.3,NaN,123671.5,120059.2,568668,0,79562.66,NaN,NaN
P17558,493372,187725.3,NaN,NaN,170066.6,NaN,268660.5,NaN,369045.2,NaN,242567.5,NaN,NaN,NaN,NaN,NaN
Q00578,124542.1,NaN,90761.05,66997.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P40208,109173.6,NaN,258120.4,NaN,NaN,NaN,NaN,324062.9,370223.2,83888.88,512856.4,608705.6,193301.4,414756.8,1774176,1274556
Q99394,101536.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,227576.4,161308.9,NaN,NaN,438025.6,NaN,NaN
Q04225,195444.6,2378511,295373.1,1507249,1102119,1402942,1567655,3173281,4559918,3822199,2060925,2287187,5232944,1583552,3204556,2186848
Q04545,555409.5,757720,188646.7,NaN,NaN,NaN,NaN,NaN,3722205,9085757,4918619,4383137,2971749,1192441,2867160,3734164
Q04183,633682.9,464105.8,869543.3,1067467,411012,221989.5,371514.2,873333.6,1021035,1447889,2168690,1070686,579433.9,858245.3,536439.4,1405193
Q03465,947989.2,1738326,NaN,1053950,2821517,417861.8,772597.1,399756.3,NaN,NaN,NaN,NaN,NaN,NaN,79118.86,NaN
P49955,126423.5,278503.2,NaN,369020.3,245254,NaN,73085.58,296297.8,NaN,303764.8,698868.1,305397.9,367782.5,NaN,242342.5,NaN
O94742,0,477930.9,NaN,NaN,469610.1,373250.4,210383.6,365151.1,NaN,NaN,365756.8,434989,NaN,187130.9,266697.6,NaN
Q12457,190941.7,NaN,NaN,NaN,NaN,NaN,77030.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05580,1110469,1099190,1838940,2574803,1149616,1196754,1437221,2499087,NaN,77391.81,155525.7,NaN,NaN,NaN,25084.64,144423.3
P38920,828338.6,4644749,1505338,1722546,2425775,3711081,1386989,1206258,945461,1030572,4349772,4393568,NaN,536041.6,1904361,3032174
P27705,763763.5,142244,440810.8,157804.5,291244.3,357304.5,441213.4,479441.6,NaN,NaN,NaN,NaN,214471.6,NaN,NaN,NaN
P38251,2134434,1456157,1422294,1097419,2366899,747189.8,1283488,1694862,1828471,2301058,995835.9,1328148,796510.6,541313.6,824983.9,1289879
P32379,589547.1,883681.2,796035.1,1965467,1552956,1275713,1182637,1450136,3.94E+07,3.14E+07,3.70E+07,2.29E+07,7.89E+07,2.15E+07,2.43E+07,2.17E+07
P38781,868696.8,1437102,907176.3,1494772,931330.4,349636,292813.3,1364595,NaN,NaN,104910.6,NaN,NaN,NaN,NaN,NaN
P06367,2.28E+07,2.53E+07,4.06E+07,4.40E+07,7994203,2.73E+07,3.30E+07,1.56E+07,8266649,1.03E+07,4658768,5491281,7710749,1411095,3284343,1627168
P40485,39126.96,NaN,NaN,NaN,778271.7,NaN,NaN,97415.93,500102.7,85439.97,295372.2,186694.7,835446.4,309942.7,297239.5,333233.9
P32529,1713798,1255917,1087374,1697929,749747.5,1465493,996210.6,1047573,1114475,1514993,756191.6,567349.1,NaN,371643.1,NaN,598810.8
P38959,247853.3,NaN,NaN,NaN,265419.3,NaN,71337.3,NaN,187396.1,237652.7,92008.66,NaN,140463.2,NaN,201019.2,NaN
Q12034,430146.2,1440637,1135306,1159133,1096226,376048.6,457627.9,539668.4,840081.4,232234.3,376571.7,229826.3,993688.8,NaN,NaN,231511.8
P32844,53649.43,56285.93,NaN,76470.42,NaN,NaN,NaN,NaN,591232.6,904472.6,930941.7,1209899,848724.1,1255667,1148365,799402.3
P13586,284483.8,NaN,NaN,NaN,495528,NaN,NaN,NaN,260005,175147.6,2330785,NaN,2993072,1466844,414149.5,242858.3
P34233,172967.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429626.9,NaN,NaN,NaN,NaN,NaN
P45978,196877.4,406713.3,176724.4,396592.2,320638.8,341469.8,126125.9,613376.3,171563.5,427299.7,568337.6,527669.3,65813.51,321330.5,491611.6,465723.3
Q3E747,862247.4,501882.2,395330.3,576988.8,256814.7,386201.9,NaN,NaN,NaN,180672.7,NaN,NaN,NaN,NaN,NaN,NaN
Q00539,231987.2,NaN,NaN,NaN,NaN,NaN,NaN,72169.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P14741,201027.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3749703,3703935,3073266,2371004,2968395,709167.4,3996572,2087355
P50107,223746.9,551187.4,570355.4,359825.6,NaN,325322.1,NaN,NaN,2565375,2315267,1618159,1063567,484689.1,1210735,1243768,739885.9
Q12265,182557.1,527398.1,212974.8,NaN,NaN,NaN,NaN,NaN,2.70E+07,2.09E+07,1.65E+07,2.63E+07,1.13E+07,1.31E+07,1.18E+07,1.62E+07
P46969,592972.6,691891.5,200266.8,NaN,1032807,1656002,1363919,1257551,3384303,3464269,2369042,3205423,537675.4,1699668,1169816,1899057
P38828,1775701,1743379,2454670,2780376,504072,250327.8,735040.3,1672327,1.45E+07,1.39E+07,1.36E+07,1.34E+07,1.72E+07,7151980,8754478,6560984
Q07351,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60067.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15703,439335.5,529410,664010.3,1655701,527248.7,1340371,1521419,694159.4,6954952,6815408,6548801,1.05E+07,7384503,6966528,4473797,6136802
P36520,287604.3,NaN,239033.7,171824.6,711761.6,347765.5,302265.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P20436,7603023,8023438,1908905,2596596,6866651,1.23E+07,2361437,8513623,3548212,1738844,2621177,4442116,3200809,3362311,1754985,5126868
P38626,92930.6,0,430854.1,NaN,NaN,NaN,NaN,237662.1,6567386,5229931,7042402,4470400,9225931,4995600,4955125,4818227
P53278,831926.8,383131.8,1824382,607127.5,1871856,1245206,867723.4,1359370,1.92E+07,2.03E+07,1.09E+07,1.32E+07,1.62E+07,1.17E+07,1.05E+07,1.23E+07
P05737,1.34E+07,1.18E+07,1.00E+08,1.26E+07,1.05E+08,4.95E+07,6.34E+07,1.64E+07,1.26E+08,2.63E+07,1.05E+08,3.19E+07,2.42E+07,3.28E+07,4.13E+07,3.19E+07
P40087,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,593672.3,NaN,295858.4,812374.1,275851.1,NaN,896495.7
P31412,588242.8,389889.9,NaN,793157.6,NaN,NaN,24303.43,NaN,2391874,2176172,1.25E+07,1338005,4892380,1.38E+07,866139.3,1983581
P17649,828909.6,1385301,652308.6,NaN,NaN,1568792,760989,707662.9,324461.2,368570.8,263258.6,366997.3,188792,739758.9,318620.7,756347.2
Q04603,206126,587884.3,232451.4,320079.5,1003920,415703.5,759766.4,248460.1,3124781,361823.3,1656961,1104955,NaN,1926081,541565.6,2258937
P36010,577123.1,421024.2,294202.6,210764.4,263135,231843.5,415271.4,429276.6,4277989,1705245,2727176,3068377,736763.7,3326884,2854547,1375935
P05749,2669330,8819392,4905564,1428906,2346013,1680686,1374185,5771406,1748701,2309881,1651538,1590434,5397019,2238054,1194098,1136025
P11972,181713.5,309915.3,397729.7,317369.2,343826.9,95524,292500.8,261115.1,677346.5,1712184,454538.1,992352.8,168052.7,NaN,NaN,179275.6
Q02805,0,114437.4,NaN,NaN,901894.3,1018668,471270.1,1120856,3839013,2837335,3404053,2350798,5320825,6941995,4930963,5078284
P53919,369000.5,890481.3,800992,511067.8,353420.4,344135.9,351939.3,418931,553346,362220.4,1156382,536059.1,NaN,1005595,211317.2,646584.2
P32524,526221.6,571149.9,900661.8,260670.3,425991.4,176345.5,496246.4,117470.1,368436.1,403817.1,NaN,NaN,NaN,666323.7,NaN,NaN
P40527,493433.3,NaN,NaN,NaN,646038.7,NaN,88515.58,NaN,NaN,NaN,313606.5,NaN,NaN,NaN,137275.5,NaN
Q12186,290748.3,536621.9,267494.3,NaN,NaN,211268.1,57466.42,607417.8,NaN,NaN,683198.7,428278.4,NaN,NaN,NaN,96420.83
P40214,220113.5,NaN,234925.8,NaN,782374.1,763981.6,NaN,NaN,4010655,1643380,3898791,4618742,2475716,1138044,1323993,2649259
Q03177,110825.4,216252.8,49644.23,NaN,416597.9,NaN,409589.6,703852.9,475921.8,127989,524862.3,NaN,596119.6,NaN,NaN,NaN
P23644,620213.9,NaN,178789.4,NaN,NaN,NaN,NaN,389922.5,NaN,NaN,1280063,502140.8,935658.8,1485557,1753205,1776483
P41832,138244.6,NaN,107635,NaN,544039.4,NaN,NaN,104048.9,179648.6,798122.5,1510051,373220.2,471770.5,86217.96,255880.9,843037.3
P53305,156926.7,169586.8,NaN,NaN,178772.5,92203.55,NaN,309867.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P46970,148468.3,84740.37,NaN,144162.1,NaN,NaN,NaN,108049.8,3204857,3135623,2147588,3632407,2285637,2655099,1392430,2773272
Q06833,359039.3,NaN,NaN,422937.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P18239,95710.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1502860,410384.4,2245965,1708212,1355501,682499.8,305070.3,869779.3
P53633,1555814,872039.8,486761.1,2261897,689253.1,426124.8,417396.6,190190.4,1107762,2778436,5553628,1864567,1378962,917182.3,1555521,877836.6
P53971,1187857,863766.3,399421.4,411829.5,703882.9,405069.8,686280.6,379460.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q07834,148140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q00684,449488.1,557214.7,393703,1136070,670278.3,621153.9,317039.8,1439805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P34761,300786.6,NaN,NaN,316441,NaN,NaN,NaN,NaN,4415768,7038113,8095431,6159774,6981033,3736313,2595823,5201272
P12753,318255.3,NaN,72666.95,NaN,885339.5,814086.1,613793.4,380138.8,NaN,146175.3,600858.5,NaN,NaN,742879.4,242620.5,337830.5
P43597,207715.1,NaN,342855.5,733110.8,124997.7,NaN,34437.79,280661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P21192,235845.2,NaN,259355.2,566634.4,NaN,NaN,NaN,NaN,6138981,4366466,5623199,6293660,2076702,2542641,1585970,2308364
P22354,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q01159,120794.5,NaN,47328.36,110011.6,NaN,NaN,NaN,175493.7,NaN,NaN,90919.23,NaN,84281.24,119946.7,119037.7,NaN
Q03338,3061822,6024105,598003.7,266719.2,NaN,NaN,624978.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P26755,869177.3,555030.4,1875828,807430.3,1705519,476976.4,1082094,1060520,2679514,2068225,1085357,1461979,2755196,2083460,1617372,1981949
P54783,648146.4,NaN,353720.4,NaN,NaN,NaN,472707.9,271871,351218.8,563940,2095532,NaN,1426061,641083.1,1014658,NaN
Q08959,248906.9,NaN,115572.9,426114.6,NaN,NaN,NaN,89669.76,3335000,2681764,5229324,3807183,4004868,2522214,2036586,4013772
P21524,135367.8,0,NaN,572322.3,1616764,1244689,902725.1,2594426,3809692,4186343,6080402,6475975,9268904,9235646,1.65E+07,1.87E+07
Q12151,40285.01,1428338,267091,806630.8,NaN,95285.41,NaN,NaN,9518281,1.01E+07,6729084,6743110,7800669,5664289,4058307,4551218
P38244,108837.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136513.4,NaN,NaN,NaN,NaN
P22943,311945.5,522920.7,NaN,2170357,8241623,1.20E+07,7498702,4646293,430681.9,103751.9,2379101,1251376,3595813,2071476,1794417,4523469
Q05029,128400.7,NaN,NaN,NaN,NaN,88319.36,78335.95,NaN,673832.6,NaN,144533.2,186425,NaN,NaN,243106.5,NaN
P39692,135097.8,260914.8,244254.9,760709.9,NaN,0,219863.5,1722838,2.85E+07,2.58E+07,2.33E+07,2.48E+07,1.54E+07,2.30E+07,2.23E+07,2.17E+07
P38248,1401403,926368.7,1714830,594732.4,1346220,1628744,1192388,1171057,3900494,1283303,3093819,2158771,3456576,3823837,1800345,1781891
P53236,655013.3,NaN,NaN,390424.6,NaN,NaN,NaN,326975.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04600,849339.1,589484.4,251460.3,500684.9,NaN,230242.3,NaN,1657957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03640,973748.6,715223.4,268871.5,348702.3,155504.6,646025,77731.89,688911,317939.3,NaN,297413.7,381234,NaN,NaN,255765.2,NaN
Q12396,68578.98,NaN,NaN,53170.44,721579.9,NaN,266327.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P39008,717493.5,142723.6,713014.3,553749.6,283397.3,396052,198059.6,409902.1,1664462,853421.8,1287464,1678115,1411798,2225328,2362638,872854.6
P32368,152850.5,NaN,137577.1,206039.2,160138.1,NaN,NaN,119007.9,5511280,3042421,3851086,2772616,5063652,2094888,1608997,2149802
P36102,428204.4,NaN,NaN,NaN,NaN,154993.7,NaN,NaN,185728.7,496737.8,904940.6,723003.5,1885452,638321.1,178464.2,1159335
Q6Q560,343326,NaN,NaN,NaN,NaN,NaN,131201.3,NaN,4769058,1867400,3089332,2263046,NaN,1448611,1671332,1319619
P26754,3704553,2458527,2598881,4642699,1373600,1875753,1465288,2857566,2362944,3712816,2180097,1828336,2648337,2657771,2936417,2025705
P50874,765078,180437.4,NaN,180241.4,531563.3,NaN,NaN,426491.5,282349,669066.9,909224.6,596462.1,708031.4,638290.1,854372,586609.8
P21264,125410.5,99797.92,228730.7,92367.96,NaN,276067.2,NaN,58599.45,4079082,7181452,7097851,3785889,3886300,6744004,4369908,4075452
P32793,132760.6,NaN,NaN,161674.7,NaN,NaN,NaN,NaN,0,NaN,473490.1,468153.3,NaN,313061.2,226737.6,NaN
Q03774,87890.86,284679.4,NaN,198331.9,NaN,NaN,NaN,484730.8,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
P53173,156139.8,64190.6,NaN,143195,97041.2,NaN,147973.9,NaN,279861.3,321653.8,716039.3,107390.4,330915.5,360961.6,259738.6,227479.2
P47112,78497.96,52494.11,NaN,143968.3,NaN,NaN,NaN,NaN,883013.3,1084134,1804845,1489050,397991.5,1118988,829428.6,1534544
Q03407,106984.4,NaN,152885.6,177020.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53852,128835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4705409,5719638,6122274,3171710,5931767,4765655,4418807,5424455
P53600,0,573020.4,NaN,610535.5,51972.57,NaN,129292.3,959598.6,4270257,1681752,4121441,2007326,1822355,3342537,3830182,2742422
P39938,1.38E+08,2.28E+07,2.30E+07,9.80E+07,1.08E+08,5.66E+07,8.43E+07,8.30E+07,1.06E+07,9763883,4614863,6247363,1.77E+07,5124270,4428242,6282161
P11484,3466260,4217082,5424507,8515121,2678428,4878093,2338676,2900146,1.16E+07,1.40E+07,1.83E+07,1.26E+07,1.18E+07,9640918,9330259,5955929
Q06010,309252,964827.2,NaN,NaN,NaN,NaN,50367.09,49157.64,493114.1,815951.5,NaN,724339.3,1960789,473565.3,360701.2,219836.9
P22803,429964,934470.1,551794.9,607857.6,2002352,823823.9,1036024,1404032,1556969,2038209,1179343,2170890,1516632,1742835,1022732,1901460
P53904,103639.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1246363,NaN,NaN
P19812,346815.2,258802.5,523837.9,104129.5,NaN,NaN,0,NaN,6720733,8858294,8340786,7490586,7877071,7874350,5361199,4468245
P38624,814200,592947.8,NaN,299703.6,1928204,1917018,435484.3,937746.3,1.53E+07,1.29E+07,2.18E+07,1.44E+07,1.83E+07,1.76E+07,9821335,1.19E+07
P37898,0,NaN,160393,273422.6,NaN,NaN,NaN,NaN,316077.2,732295.5,919255.9,541601.9,NaN,NaN,91466.15,177407
Q04347,320760.6,207113.3,294949,NaN,NaN,59637.78,28029.68,72321.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P21538,256226.1,NaN,NaN,NaN,NaN,345680.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q12277,576936.9,4554802,2494030,854544.8,NaN,210571.3,119349.9,344561.4,1043335,1055742,749493.2,NaN,NaN,863331.8,NaN,NaN
Q04373,265271.4,2010341,1560010,492902.3,426281.1,224229.6,250407.8,3217036,NaN,NaN,NaN,1058504,NaN,NaN,NaN,NaN
P39523,334210.8,NaN,NaN,168525,261973.1,NaN,NaN,NaN,4172273,913737.6,3964407,2293791,2700319,5076925,2987695,2949414
P25560,418315.9,502327.1,125624.5,284588,743724.1,NaN,NaN,NaN,5863503,2713861,7612594,2021845,5680099,4148570,3599344,3910285
P05738,4232324,2910485,1829513,NaN,1687130,1233499,2446153,1372639,6492527,1809607,5935005,4429747,6075199,2901326,4848713,3762280
Q01919,314517.2,96682.01,119556.2,82088.51,128859.4,163211.3,NaN,381478,NaN,160859.6,165371.8,NaN,NaN,NaN,90093.58,NaN
P27809,179980.3,NaN,NaN,NaN,246322.5,NaN,NaN,NaN,4480677,8080092,8824947,1.10E+07,7583693,5845868,5239582,9082719
P46990,2.93E+07,3.52E+07,1.99E+07,2.87E+07,3.63E+07,4.15E+07,3.46E+07,3.37E+07,1.53E+07,1.46E+07,8022568,2.21E+07,1.92E+07,6421779,8369384,1.06E+07
P05748,5.43E+07,8.60E+07,5.57E+07,1.10E+08,4.57E+07,3.03E+07,5.59E+07,1.49E+08,4.78E+07,2.96E+07,2.92E+07,4.65E+07,3.86E+07,4.92E+07,4.46E+07,3.60E+07
P14020,208855.2,439418.1,362934.8,501292.7,1046233,372091.6,848267.6,NaN,8452463,9904220,1.04E+07,9618437,1.31E+07,1.05E+07,8930644,8403089
Q08975,654621.3,NaN,NaN,194654,1070402,609555.8,479313.3,588720.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q92331,126058,74562.6,NaN,NaN,94444.42,NaN,NaN,170723.7,529526.7,1171881,413943.3,NaN,1213282,103552.3,665423,264598.4
Q01454,284201.2,369220.7,780459.6,1529454,610258.1,693411.1,296986.5,695575.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P40024,211033.6,1593381,256962.9,3036049,90364.23,422463.4,120930.5,785726.1,3286313,5333945,4852117,5442514,4682592,4952484,5488781,3819645
P40185,NaN,351590.3,162819.1,294348,282733,664490.4,115755,967490.1,2321066,5034608,4769119,2628783,3891988,5289015,2561615,4962134
Q08421,NaN,143476.2,298515.7,499127.5,NaN,437404.1,86207.13,233256.8,6460030,4361415,5740232,4580855,5849430,4131593,4991501,1494780
Q06440,NaN,321166.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126160.3,NaN,NaN,NaN,130025.7,NaN
P43561,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,533014.4,0,0,738090.3,1407052,585097.8,1454655,687373.9
P38241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P23748,NaN,61800.79,NaN,NaN,NaN,NaN,NaN,NaN,1155626,271749.2,476971,148959,1497940,555276.4,1532587,1018767
P47122,NaN,203899.7,NaN,1222118,198984,NaN,NaN,371148.6,1.62E+07,1.63E+07,1.42E+07,2.42E+07,1.28E+07,1.09E+07,1.23E+07,2.52E+07
P22149,NaN,55731.31,NaN,NaN,NaN,NaN,424839.9,120139.3,6177302,6273784,4777098,2719558,6659030,3244936,2656578,2584039
P23201,NaN,212489.4,NaN,NaN,NaN,226981.5,528765.6,345908.6,NaN,NaN,98335.99,75971.25,NaN,NaN,NaN,NaN
P32476,NaN,1195615,NaN,1188177,NaN,774357.9,NaN,NaN,2129357,1.70E+07,1.31E+07,1.04E+07,1024400,1.43E+07,6383740,8830697
P40358,NaN,78892.02,NaN,NaN,105517.5,NaN,NaN,222078.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q00362,NaN,258535.1,NaN,NaN,NaN,84818.71,NaN,NaN,345848.2,NaN,NaN,1253430,197764.8,156565,511484.8,NaN
P38707,NaN,400094.1,NaN,NaN,NaN,204293.9,NaN,348612.2,5548071,5449964,6802254,5976322,6524148,6720610,5887530,4292160
Q02196,NaN,110868.5,NaN,NaN,NaN,NaN,NaN,NaN,3182102,8095686,1.01E+07,5734309,3138182,5677360,8344158,6551689
P20967,NaN,621514,210953.2,584421.2,NaN,361392.7,185503.1,329012.7,8001122,4864768,6761167,5372825,8550364,4126789,6016488,7263114
P38116,NaN,490742,597154.3,535516.2,NaN,NaN,NaN,391005,NaN,NaN,1623426,1782120,NaN,2143759,NaN,1166748
Q05905,NaN,57314.35,NaN,0,NaN,234523.6,NaN,176010.6,928203.8,2757067,774246.4,523609.7,849906.4,1858724,2097891,906182.9
P38337,NaN,457261.8,NaN,NaN,NaN,1080624,270451.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,918205.6
